id,label,project,refactor,method,source class,target class,url
16268,2,PhilJay/MPAndroidChart,"Move And Rename Method	private prepareYLabels() : void from class com.github.mikephil.charting.charts.RadarChart to public computeAxis(yMin float, yMax float) : void from class com.github.mikephil.charting.renderer.YAxisRendererRadarChart",prepareYLabels,com.github.mikephil.charting.charts.RadarChart,com.github.mikephil.charting.renderer.YAxisRendererRadarChart,https://github.com/PhilJay/MPAndroidChart/commit/9bdfbf72a16cc4fc51f45ad8e257a8e2033bd922
29485,2,reactor/reactor-core,"Move And Rename Method	public getOrEmpty(o Object) : Context from class reactor.util.context.ContextRelay to public from(o Object) : Context from class reactor.util.context.Context",getOrEmpty,reactor.util.context.ContextRelay,reactor.util.context.Context,https://github.com/reactor/reactor-core/commit/5dd8d57bb315c74320c4aaa038516471bb446d28
23469,2,java-native-access/jna,"Move Method	private createCallback(library Library, obj Callback) : Pointer from class com.sun.jna.Library.Handler to private createCallback(callback Callback, callingConvention int) : Pointer from class com.sun.jna.CallbackReference",createCallback,com.sun.jna.Library.Handler,com.sun.jna.CallbackReference,https://github.com/java-native-access/jna/commit/a08aa84884add8aa40e461caad396be96e435738
20814,1,GoogleContainerTools/jib,"Move Method	private getSourceFilesConfiguration() : SourceFilesConfiguration from class com.google.cloud.tools.jib.gradle.BuildImageTask to package getSourceFilesConfiguration() : SourceFilesConfiguration from class com.google.cloud.tools.jib.gradle.ProjectProperties",getSourceFilesConfiguration,com.google.cloud.tools.jib.gradle.BuildImageTask,com.google.cloud.tools.jib.gradle.ProjectProperties,https://github.com/GoogleContainerTools/jib/commit/3997dbe5d63186cef7085fa1ac443ff5a67edc87
17719,2,apache/flink,"Move Method	public testUnparsableLongForDescribeStreamBackoffBaseMillisInConfig() : void from class org.apache.flink.streaming.connectors.kinesis.FlinkKinesisConsumerTest to public testUnparsableLongForDescribeStreamBackoffBaseMillisInConfig() : void from class org.apache.flink.streaming.connectors.kinesis.util.KinesisConfigUtilTest",testUnparsableLongForDescribeStreamBackoffBaseMillisInConfig,org.apache.flink.streaming.connectors.kinesis.FlinkKinesisConsumerTest,org.apache.flink.streaming.connectors.kinesis.util.KinesisConfigUtilTest,https://github.com/apache/flink/commit/ff417e762032b100a74a6e9ee215618f4ac9db3e
28370,2,apache/hbase,"Move Method	public masterFailover(testUtil HBaseTestingUtility) : void from class org.apache.hadoop.hbase.master.procedure.TestMasterFailoverWithProcedures to public masterFailover(testUtil HBaseTestingUtility) : void from class org.apache.hadoop.hbase.master.procedure.MasterProcedureTestingUtility",masterFailover,org.apache.hadoop.hbase.master.procedure.TestMasterFailoverWithProcedures,org.apache.hadoop.hbase.master.procedure.MasterProcedureTestingUtility,https://github.com/apache/hbase/commit/d2ed74cbc68b5f14447fb4a4dad94655f3294b29
348,1,elastic/elasticsearch,"Move Method	public assertSameDocIdsOnShards() : void from class org.elasticsearch.test.ESIntegTestCase to public assertSameDocIdsOnShards() : void from class org.elasticsearch.test.InternalTestCluster",assertSameDocIdsOnShards,org.elasticsearch.test.ESIntegTestCase,org.elasticsearch.test.InternalTestCluster,https://github.com/elastic/elasticsearch/commit/a1ec91395cb48d22e77bc08fce562ab655c4434f
22709,2,questdb/questdb,"Move Method	private sendException(r ChunkedResponse, query CharSequence, position int, message CharSequence, status int) : void from class com.questdb.net.http.handlers.QueryHandler to protected sendException(r ChunkedResponse, position int, message CharSequence, status int) : void from class com.questdb.net.http.handlers.CsvHandler.ExportHandlerContext",sendException,com.questdb.net.http.handlers.QueryHandler,com.questdb.net.http.handlers.CsvHandler.ExportHandlerContext,https://github.com/questdb/questdb/commit/cde23fdf5190d4f48ebf59a27202a4d80367f737
9888,1,apache/beam,"Move Method	package fromJsonString(json String, type Class<T>) : T from class org.apache.beam.sdk.loadtests.LoadTest to public fromJsonString(json String, type Class<T>) : T from class org.apache.beam.sdk.io.synthetic.SyntheticOptions",fromJsonString,org.apache.beam.sdk.loadtests.LoadTest,org.apache.beam.sdk.io.synthetic.SyntheticOptions,https://github.com/apache/beam/commit/dc0946f6b814d3c2466a7d2146384248819db62b
21485,2,neo4j/neo4j,"Move Method	public times(b double) : NumberValue from class org.neo4j.values.storable.LongValue to public times(b long) : DoubleValue from class org.neo4j.values.storable.FloatingPointValue",times,org.neo4j.values.storable.LongValue,org.neo4j.values.storable.FloatingPointValue,https://github.com/neo4j/neo4j/commit/eb10b3ea016ba7589bf153b41397371e0018bcc9
28478,0,JanusGraph/janusgraph,"Move And Rename Method	public beforeClass() : void from class org.janusgraph.graphdb.thrift.ThriftPartitionGraphTest to public startEmbeddedCassandra() : void from class org.janusgraph.graphdb.embedded.EmbeddedGraphTest",beforeClass,org.janusgraph.graphdb.thrift.ThriftPartitionGraphTest,org.janusgraph.graphdb.embedded.EmbeddedGraphTest,https://github.com/JanusGraph/janusgraph/commit/cc3915084086568b992a7d0b9ee9b1101f9d9dcb
30552,1,LWJGL/lwjgl3,"Move Method	public nZSTD_cParam_getBounds(cParam int, __result long) : void from class org.lwjgl.util.zstd.ZstdX to public nZSTD_cParam_getBounds(cParam int, __result long) : void from class org.lwjgl.util.zstd.Zstd",nZSTD_cParam_getBounds,org.lwjgl.util.zstd.ZstdX,org.lwjgl.util.zstd.Zstd,https://github.com/LWJGL/lwjgl3/commit/bfb46cc40f746edd17b870015acbd974377372a1
21836,2,neo4j/neo4j,"Move Method	private instance(classToFind Class<T>, from Iterable<?>) : T from class jmx.HaBeanIT to private instance(classToFind Class<T>, from Iterable<?>) : T from class org.neo4j.test.ha.ClusterManager",instance,jmx.HaBeanIT,org.neo4j.test.ha.ClusterManager,https://github.com/neo4j/neo4j/commit/618efafff0feedb26e45a0c27c9dbf10ae412de4
26867,2,opensearch-project/OpenSearch,"Move And Rename Method	public nullValueFilter() : Query from class org.elasticsearch.index.mapper.ip.IpFieldMapper to public nullValueQuery() : Query from class org.elasticsearch.index.mapper.MappedFieldType",nullValueFilter,org.elasticsearch.index.mapper.ip.IpFieldMapper,org.elasticsearch.index.mapper.MappedFieldType,https://github.com/opensearch-project/OpenSearch/commit/ba15a2f6cb8ed6d5c87f16cdd46e6a1f26d4d2df
30054,2,oblac/jodd,"Move Method	public lookupExistingBeanDefinition(name String) : BeanDefinition from class jodd.petite.PetiteContainerRegistry to protected lookupExistingBeanDefinition(name String) : BeanDefinition from class jodd.petite.PetiteBeans",lookupExistingBeanDefinition,jodd.petite.PetiteContainerRegistry,jodd.petite.PetiteBeans,https://github.com/oblac/jodd/commit/449a8c459032b11714da95ab0184110b00902d93
13402,1,apache/camel,"Move Method	private buildDirectoryChunks(ftpClient FTPClient, dirName String) : boolean from class org.apache.camel.component.file.remote.FtpProducer to public buildDirectoryChunks(ftpClient FTPClient, dirName String) : boolean from class org.apache.camel.component.file.remote.FtpUtils",buildDirectoryChunks,org.apache.camel.component.file.remote.FtpProducer,org.apache.camel.component.file.remote.FtpUtils,https://github.com/apache/camel/commit/ee4e6c90c9e9e66514e9e3aa0d7c54019e8a2374
11679,1,hazelcast/hazelcast,"Move Method	private getLocalMapStats() : LocalMapStatsImpl from class com.hazelcast.map.impl.operation.EntryOperation to protected getLocalMapStats() : LocalMapStatsImpl from class com.hazelcast.map.impl.operation.MutatingKeyBasedMapOperation",getLocalMapStats,com.hazelcast.map.impl.operation.EntryOperation,com.hazelcast.map.impl.operation.MutatingKeyBasedMapOperation,https://github.com/hazelcast/hazelcast/commit/ed53d94c62fbd7732f08b1c75cb92444b36ba7ed
2364,1,bazelbuild/bazel,"Move Method	protected runAttempts(testRunnerSpawn TestRunnerSpawn, actionExecutionContext ActionExecutionContext) : List<SpawnResult> from class com.google.devtools.build.lib.exec.TestStrategy to private runAttempts(testRunnerSpawn TestRunnerSpawn, actionExecutionContext ActionExecutionContext, keepGoing boolean) : List<SpawnResult> from class com.google.devtools.build.lib.analysis.test.TestRunnerAction",runAttempts,com.google.devtools.build.lib.exec.TestStrategy,com.google.devtools.build.lib.analysis.test.TestRunnerAction,https://github.com/bazelbuild/bazel/commit/645fe0f510463ff6248496e89ac1099797ac321a
26619,2,opensearch-project/OpenSearch,"Move And Rename Method	protected createBlankInstance() : Response from class org.elasticsearch.xpack.core.indexlifecycle.action.MoveToStepResponseTests to protected read(in StreamInput) : Response from class org.elasticsearch.xpack.indexlifecycle.action.TransportDeleteLifecycleAction",createBlankInstance,org.elasticsearch.xpack.core.indexlifecycle.action.MoveToStepResponseTests,org.elasticsearch.xpack.indexlifecycle.action.TransportDeleteLifecycleAction,https://github.com/opensearch-project/OpenSearch/commit/101cf384ba87e993f18f65d2eb7b46e632bfc8a6
13237,1,apache/camel,"Move Method	private newConfiguration(endpointConfig HdfsConfiguration) : Configuration from class org.apache.camel.component.hdfs.HdfsInfo to package newConfiguration(endpointConfig HdfsConfiguration) : Configuration from class org.apache.camel.component.hdfs.HdfsInfoFactory",newConfiguration,org.apache.camel.component.hdfs.HdfsInfo,org.apache.camel.component.hdfs.HdfsInfoFactory,https://github.com/apache/camel/commit/3032641514838fcab5e5a37ee01dfa82a9f59cb7
13210,1,apache/camel,"Move Method	public clearReifiers() : void from class org.apache.camel.impl.engine.AbstractCamelContext to public clearReifiers() : void from class org.apache.camel.spi.ReifierStrategy",clearReifiers,org.apache.camel.impl.engine.AbstractCamelContext,org.apache.camel.spi.ReifierStrategy,https://github.com/apache/camel/commit/1f36ce134ebdf8377ce9a2532867d18ccb50d8eb
23634,2,SonarSource/sonarqube,"Move Method	public getName() : String from class org.sonarqube.ws.client.users.CreateRequest to public getName() : String from class org.sonar.server.usertoken.ws.GenerateAction.GenerateRequest",getName,org.sonarqube.ws.client.users.CreateRequest,org.sonar.server.usertoken.ws.GenerateAction.GenerateRequest,https://github.com/SonarSource/sonarqube/commit/1f7ec8261807a71285de63fd21d9c688f40d8ef8
8919,1,apache/jmeter,"Move And Rename Method	private nonEmpty(input String) : String from class org.apache.jmeter.protocol.system.NativeCommand to public nullifyIfEmptyTrimmed(input String) : String from class org.apache.jorphan.util.JOrphanUtils",nonEmpty,org.apache.jmeter.protocol.system.NativeCommand,org.apache.jorphan.util.JOrphanUtils,https://github.com/apache/jmeter/commit/18ddcb8762be6950cae5b226484b099a6465718f
27942,1,go-lang-plugin-org/go-lang-idea-plugin,"Move Method	private getBinaryFileNameForPath(path String) : String from class com.goide.jps.builder.GoBuilder to public getBinaryFileNameForPath(path String) : String from class com.goide.jps.model.JpsGoSdkType",getBinaryFileNameForPath,com.goide.jps.builder.GoBuilder,com.goide.jps.model.JpsGoSdkType,https://github.com/go-lang-plugin-org/go-lang-idea-plugin/commit/ab09aaf117ce275b0ee9f63ad37dcc5c026d4b3f
14904,1,huanghongxun/HMCL,"Move Method	public getSelectedAccount() : Account from class org.jackhuang.hmcl.setting.Settings to public getSelectedAccount() : Account from class org.jackhuang.hmcl.setting.Accounts",getSelectedAccount,org.jackhuang.hmcl.setting.Settings,org.jackhuang.hmcl.setting.Accounts,https://github.com/huanghongxun/HMCL/commit/170189c34426068114f4e7b5a5d9a10323d92e79
12993,1,apache/hive,"Move Method	private needsLock(entity Entity) : boolean from class org.apache.hadoop.hive.ql.lockmgr.DbTxnManager to private needsLock(entity Entity) : boolean from class org.apache.hadoop.hive.ql.io.AcidUtils",needsLock,org.apache.hadoop.hive.ql.lockmgr.DbTxnManager,org.apache.hadoop.hive.ql.io.AcidUtils,https://github.com/apache/hive/commit/90d19acd2b4f8301847ef13b4c8a91df3eafc65d
7031,1,facebook/buck,"Move Method	private getExopackageInfo() : Optional<ExopackageInfo> from class com.facebook.buck.android.AndroidBinary to package getExopackageInfo() : Optional<ExopackageInfo> from class com.facebook.buck.android.AndroidBinaryFilesInfo",getExopackageInfo,com.facebook.buck.android.AndroidBinary,com.facebook.buck.android.AndroidBinaryFilesInfo,https://github.com/facebook/buck/commit/6d9697d98beffe29022b4658598b465adfd24593
5864,1,neo4j/neo4j,"Move Method	public await(predicate Predicate<ManagedCluster>, maxSeconds int) : void from class org.neo4j.test.ha.ClusterManager to public await(predicate Predicate<ManagedCluster>, maxSeconds int) : void from class org.neo4j.test.ha.ClusterManager.ManagedCluster",await,org.neo4j.test.ha.ClusterManager,org.neo4j.test.ha.ClusterManager.ManagedCluster,https://github.com/neo4j/neo4j/commit/db3ba61ff60641f935e6f4f73801ad20c2f075d8
7585,1,apache/cassandra,"Move Method	public getWriteEndpoints(token Token, table String, naturalEndpoints Collection<InetAddress>) : Collection<InetAddress> from class org.apache.cassandra.locator.AbstractReplicationStrategy to public getWriteEndpoints(token Token, table String, naturalEndpoints Collection<InetAddress>) : Collection<InetAddress> from class org.apache.cassandra.locator.TokenMetadata",getWriteEndpoints,org.apache.cassandra.locator.AbstractReplicationStrategy,org.apache.cassandra.locator.TokenMetadata,https://github.com/apache/cassandra/commit/d8755b3a13c39b2ebc4a3d6257fbd24d14b019a7
29228,2,apache/ignite,"Move Method	public testSnapshotLocalPartitions() : void from class org.apache.ignite.internal.processors.cache.persistence.snapshot.IgniteSnapshotManagerSelfTest to public testSnapshotLocalPartitions() : void from class org.apache.ignite.internal.processors.cache.persistence.snapshot.IgniteClusterSnapshotCheckTest",testSnapshotLocalPartitions,org.apache.ignite.internal.processors.cache.persistence.snapshot.IgniteSnapshotManagerSelfTest,org.apache.ignite.internal.processors.cache.persistence.snapshot.IgniteClusterSnapshotCheckTest,https://github.com/apache/ignite/commit/0aa86435472c5f9648231dd3a61f06d60c41abdb
2399,1,bazelbuild/bazel,"Move Method	private filterTests(testSuite Rule, tests ResolvedTargets.Builder<Target>) : void from class com.google.devtools.build.lib.skyframe.TestsInSuiteFunction to public filterTests(testSuite Rule, tests Set<Target>) : void from class com.google.devtools.build.lib.packages.TestTargetUtils",filterTests,com.google.devtools.build.lib.skyframe.TestsInSuiteFunction,com.google.devtools.build.lib.packages.TestTargetUtils,https://github.com/bazelbuild/bazel/commit/aa2ff99ac6fbdbd2efaa6af75de0a285dd1120ca
25083,1,robolectric/robolectric,"Move Method	public abstract idle() : void from class org.robolectric.shadows.ShadowBaseLooper to public abstract idle() : void from class org.robolectric.shadows.ShadowLooper",idle,org.robolectric.shadows.ShadowBaseLooper,org.robolectric.shadows.ShadowLooper,https://github.com/robolectric/robolectric/commit/f93f81f3722474e08c2c8d3493bd8edd604ae93f
7310,1,facebook/litho,"Move Method	private afterMount() : void from class com.facebook.rendercore.RootHostDelegate to public afterMount(results Map<RenderCoreExtension<?>,Object>) : void from class com.facebook.rendercore.extensions.RenderCoreExtension",afterMount,com.facebook.rendercore.RootHostDelegate,com.facebook.rendercore.extensions.RenderCoreExtension,https://github.com/facebook/litho/commit/875a0bbf1d1e727e74c5620a998abb7f5194a56c
30126,2,vespa-engine/vespa,"Move Method	private nodeName(baseName String, createMode CreateMode) : String from class com.yahoo.vespa.curator.mock.MockCurator to private nodeName(baseName String, createMode CreateMode) : String from class com.yahoo.vespa.curator.mock.MockCuratorFramework",nodeName,com.yahoo.vespa.curator.mock.MockCurator,com.yahoo.vespa.curator.mock.MockCuratorFramework,https://github.com/vespa-engine/vespa/commit/607dbfedf2fbf8a2bddb5ffb1e23c796eb92dd5f
2536,0,bazelbuild/bazel,"Move Method	public addDirectJars(directJars NestedSet<Artifact>) : Builder from class com.google.devtools.build.lib.rules.java.JavaTargetAttributes.Builder to public addDirectJars(directJars Collection<Artifact>) : Builder from class com.google.devtools.build.lib.rules.java.JavaCompileAction.Builder",addDirectJars,com.google.devtools.build.lib.rules.java.JavaTargetAttributes.Builder,com.google.devtools.build.lib.rules.java.JavaCompileAction.Builder,https://github.com/bazelbuild/bazel/commit/53c8f94cfb2ac7d41c8815e40e3d9d834789142b
10578,1,junit-team/junit5,"Move Method	public selectUniqueId(uniqueId UniqueId) : UniqueIdSelector from class org.junit.platform.engine.discovery.UniqueIdSelector to public selectUniqueId(uniqueId UniqueId) : UniqueIdSelector from class org.junit.platform.engine.discovery.DiscoverySelectors",selectUniqueId,org.junit.platform.engine.discovery.UniqueIdSelector,org.junit.platform.engine.discovery.DiscoverySelectors,https://github.com/junit-team/junit5/commit/19e1191be7a21cfaad1abb48705d0b1a514b4a93
12348,1,orientechnologies/orientdb,"Move Method	public removeEdges(iVertex ODocument, iFieldName String, iVertexToRemove OIdentifiable, iAlsoInverse boolean, useVertexFieldsForEdgeLabels boolean, autoScaleEdgeType boolean) : void from class com.tinkerpop.blueprints.impls.orient.OrientVertex to protected removeEdges(graph OrientBaseGraph, iVertex ODocument, iFieldName String, iVertexToRemove OIdentifiable, iAlsoInverse boolean, useVertexFieldsForEdgeLabels boolean, autoScaleEdgeType boolean, forceReload boolean) : void from class com.tinkerpop.blueprints.impls.orient.OrientBaseGraph",removeEdges,com.tinkerpop.blueprints.impls.orient.OrientVertex,com.tinkerpop.blueprints.impls.orient.OrientBaseGraph,https://github.com/orientechnologies/orientdb/commit/f8725ad9b2111a64aea3cfeaa7f1414a6f6cfd84
4439,1,openjdk/jdk,"Move Method	public enterClass(flatname Name) : ClassSymbol from class com.sun.tools.javac.jvm.ClassReader to public enterClass(flatname Name) : ClassSymbol from class com.sun.tools.javac.code.Symtab",enterClass,com.sun.tools.javac.jvm.ClassReader,com.sun.tools.javac.code.Symtab,https://github.com/openjdk/jdk/commit/b3e2823f5370d63ec62c17b196d9546fa8feae36
1175,1,netty/netty,"Move Method	public writeAddress(fd int, address long, pos int, limit int) : int from class io.netty.channel.epoll.Native to public writeAddress(address long, pos int, limit int) : int from class io.netty.channel.unix.FileDescriptor",writeAddress,io.netty.channel.epoll.Native,io.netty.channel.unix.FileDescriptor,https://github.com/netty/netty/commit/dbbdbe11a6237cc08a9a6eafeeac9c7d80924305
28935,2,apache/camel,"Move Method	protected createMessageHistoryFactory() : MessageHistoryFactory from class org.apache.camel.impl.DefaultCamelContext to protected createMessageHistoryFactory() : MessageHistoryFactory from class org.apache.camel.impl.engine.SimpleCamelContext",createMessageHistoryFactory,org.apache.camel.impl.DefaultCamelContext,org.apache.camel.impl.engine.SimpleCamelContext,https://github.com/apache/camel/commit/73b7290d523c8290d756ca2c9167f53fb8d8a1f0
19862,0,openjdk/jdk,"Move Method	private latestUserDefinedLoader() : ClassLoader from class java.io.ObjectInputStream to public latestUserDefinedLoader() : ClassLoader from class sun.misc.VM",latestUserDefinedLoader,java.io.ObjectInputStream,sun.misc.VM,https://github.com/openjdk/jdk/commit/de7b2614765602453293cac1e7046f026dc63616
10133,1,MinecraftForge/MinecraftForge,"Move Method	public fromModAnnotation(clazz Type, annotation ModAnnotation) : ScanResult.AnnotationData from class net.minecraftforge.fml.loading.moddiscovery.ScanResult.AnnotationData to public fromModAnnotation(clazz Type, annotation ModAnnotation) : ModFileScanData.AnnotationData from class net.minecraftforge.fml.loading.moddiscovery.ModAnnotation",fromModAnnotation,net.minecraftforge.fml.loading.moddiscovery.ScanResult.AnnotationData,net.minecraftforge.fml.loading.moddiscovery.ModAnnotation,https://github.com/MinecraftForge/MinecraftForge/commit/3b78e97ad83c993fa1975ab79e9582f0d418274a
3234,0,oracle/graal,"Move And Rename Method	public name() : String from class com.oracle.graal.asm.Label to protected createLabelName(l Label, id int) : String from class com.oracle.graal.asm.AbstractAssembler",name,com.oracle.graal.asm.Label,com.oracle.graal.asm.AbstractAssembler,https///github.com/oracle/graal/commit/af6bd545ad9251e53c82c55fba2fe44a67cb30b8
6423,0,nathanmarz/storm,"Move Method	public set_errors_isSet(value boolean) : void from class backtype.storm.generated.TaskSummary to public set_errors_isSet(value boolean) : void from class backtype.storm.generated.TopologyInfo",set_errors_isSet,backtype.storm.generated.TaskSummary,backtype.storm.generated.TopologyInfo,https://github.com/nathanmarz/storm/commit/10cbd8f69290ca0fbfb55034d96b7b0c5c3edbb4
12630,0,apache/hbase,"Move Method	public getRowKeyAtOrBefore(row Text, timestamp long) : Text from class org.apache.hadoop.hbase.regionserver.HStore to package getRowKeyAtOrBefore(row Text, candidateKeys SortedMap<HStoreKey,Long>) : void from class org.apache.hadoop.hbase.regionserver.Memcache",getRowKeyAtOrBefore,org.apache.hadoop.hbase.regionserver.HStore,org.apache.hadoop.hbase.regionserver.Memcache,https://github.com/apache/hbase/commit/feb4f2d2b67979c7fb28e358fc3d6bd7d6a9c57d
26628,2,opensearch-project/OpenSearch,"Move Method	protected makeProcessor() : Processor from class org.elasticsearch.xpack.sql.expression.predicate.regex.RegexMatch to protected makeProcessor() : Processor from class org.elasticsearch.xpack.sql.expression.predicate.regex.RLike",makeProcessor,org.elasticsearch.xpack.sql.expression.predicate.regex.RegexMatch,org.elasticsearch.xpack.sql.expression.predicate.regex.RLike,https://github.com/opensearch-project/OpenSearch/commit/150d1332cf56337a1187fa01e6922d475a79f40a
2064,0,apache/flink,"Move Method	package getCompletionFuture() : CompletableFuture<Void> from class org.apache.flink.streaming.runtime.tasks.SourceStreamTask to package getCompletionFuture() : CompletableFuture<Void> from class org.apache.flink.streaming.runtime.tasks.SourceStreamTask.LegacySourceFunctionThread",getCompletionFuture,org.apache.flink.streaming.runtime.tasks.SourceStreamTask,org.apache.flink.streaming.runtime.tasks.SourceStreamTask.LegacySourceFunctionThread,https://github.com/apache/flink/commit/e3010c16947ed8da2ecb7d89a3aa08dacecc524a
10683,1,flowable/flowable-engine,"Move Method	public createAndInsert(bytes byte[]) : ByteArrayEntity from class org.activiti.engine.impl.persistence.entity.ByteArrayEntity to public createAndInsert(bytes byte[]) : ByteArrayEntity from class org.activiti.engine.impl.persistence.entity.ByteArrayEntityManager",createAndInsert,org.activiti.engine.impl.persistence.entity.ByteArrayEntity,org.activiti.engine.impl.persistence.entity.ByteArrayEntityManager,https://github.com/flowable/flowable-engine/commit/947e2d8f891cbc4a7f0f2056f9370afff6b19e92
14548,0,vespa-engine/vespa,"Move Method	public getRestApiMap() : Map<ComponentId,RestApi> from class com.yahoo.vespa.model.container.ContainerCluster to public getRestApiMap() : Map<ComponentId,RestApi> from class com.yahoo.vespa.model.container.ContainerClusterImpl",getRestApiMap,com.yahoo.vespa.model.container.ContainerCluster,com.yahoo.vespa.model.container.ContainerClusterImpl,https://github.com/vespa-engine/vespa/commit/e2aff2bc195551004b1dfe36e78b8e63dc18c4e4
21353,2,neo4j/neo4j,"Move Method	public markAsOnline() : void from class org.neo4j.kernel.api.impl.schema.ReadOnlyDatabaseSchemaIndex to public markAsOnline() : void from class org.neo4j.kernel.api.impl.index.ReadOnlyAbstractDatabaseIndex",markAsOnline,org.neo4j.kernel.api.impl.schema.ReadOnlyDatabaseSchemaIndex,org.neo4j.kernel.api.impl.index.ReadOnlyAbstractDatabaseIndex,https://github.com/neo4j/neo4j/commit/130187646105346f735efb96d637e5498ec807fd
10244,1,LawnchairLauncher/lawnchair,"Move Method	public updateIconBadges(updatedBadges Set<PackageUserKey>) : void from class com.android.launcher3.allapps.AllAppsContainerView to public updateIconBadges(updatedBadges Set<PackageUserKey>) : void from class com.android.launcher3.allapps.AllAppsStore",updateIconBadges,com.android.launcher3.allapps.AllAppsContainerView,com.android.launcher3.allapps.AllAppsStore,https://github.com/LawnchairLauncher/lawnchair/commit/60180b049eae9d23658456048d5af108f9a47271
16096,2,google/guava,"Move Method	package addNode(n Integer) : boolean from class com.google.common.graph.ConfigurableSimpleUndirectedGraphTest to package addNode(n Integer) : boolean from class com.google.common.graph.StandardMutableDirectedGraphWithStableOrderTest",addNode,com.google.common.graph.ConfigurableSimpleUndirectedGraphTest,com.google.common.graph.StandardMutableDirectedGraphWithStableOrderTest,https://github.com/google/guava/commit/b50d343580e0139429adc61e1af4a92c50ba3927
15011,1,Col-E/Recaf,"Move Method	public from(string String, mask KeyCode) : Binding from class me.coley.recaf.config.ConfKeybinding to public from(string String, mask KeyCode) : Binding from class me.coley.recaf.config.ConfKeybinding.Binding",from,me.coley.recaf.config.ConfKeybinding,me.coley.recaf.config.ConfKeybinding.Binding,https://github.com/Col-E/Recaf/commit/af5f51b8febcffa67d8cf4d2ad1a9cf7e11851d7
2003,1,jenkinsci/jenkins,"Move Method	package isRelativePath(path String) : boolean from class hudson.slaves.SlaveComputer to public isRelativePath(path String) : boolean from class hudson.Util",isRelativePath,hudson.slaves.SlaveComputer,hudson.Util,https://github.com/jenkinsci/jenkins/commit/1cb69f8cc0478bcacede2dc827c62cfcb69b31b8
13858,1,bisq-network/bisq,"Move And Rename Method	package getDate(item UnconfirmedBsqSwapsListItem) : String from class bisq.desktop.main.portfolio.bsqswaps.UnconfirmedBsqSwapsViewModel to public getDateAsString() : String from class bisq.desktop.main.portfolio.bsqswaps.UnconfirmedBsqSwapsListItem",getDate,bisq.desktop.main.portfolio.bsqswaps.UnconfirmedBsqSwapsViewModel,bisq.desktop.main.portfolio.bsqswaps.UnconfirmedBsqSwapsListItem,https///github.com/bisq-network/bisq/commit/1791a38092f3812dec90fc9f6b2d5f0a8d8c9ae9
8667,1,processing/processing,"Move Method	public updateStatusPanel(contributionPanel ContributionPanel) : void from class processing.app.contrib.ContributionManagerDialog to public updateStatusPanel(contributionPanel ContributionPanel) : void from class processing.app.contrib.ContributionTab",updateStatusPanel,processing.app.contrib.ContributionManagerDialog,processing.app.contrib.ContributionTab,https://github.com/processing/processing/commit/51bd9b91643aa387814e65b010c227d96ff64d34
7247,1,apache/dolphinscheduler,"Move Method	private retryTaskIntervalOverTime(taskInstance TaskInstance) : boolean from class org.apache.dolphinscheduler.server.master.runner.WorkflowExecuteThread to public retryTaskIntervalOverTime() : boolean from class org.apache.dolphinscheduler.dao.entity.TaskInstance",retryTaskIntervalOverTime,org.apache.dolphinscheduler.server.master.runner.WorkflowExecuteThread,org.apache.dolphinscheduler.dao.entity.TaskInstance,https://github.com/apache/dolphinscheduler/commit/52a550b6aefa5652f17b7bbc9e056a83efa23c8a
5900,0,neo4j/neo4j,"Move And Rename Method	public getProperty(key String) : Serializable from class org.neo4j.shell.impl.AbstractServer to public get(key String) : Object from class org.neo4j.shell.Session",getProperty,org.neo4j.shell.impl.AbstractServer,org.neo4j.shell.Session,https://github.com/neo4j/neo4j/commit/ba32c3889cdfb4fdeca7e153fe3db945a1022a5e
27690,2,vavr-io/vavr,"Move Method	public shouldCreateDoubleRangeClosedByFromInfinity() : void from class javaslang.collection.AbstractTraversableRangeTest to public shouldCreateDoubleRangeClosedByFromInfinity() : void from class javaslang.collection.IteratorTest",shouldCreateDoubleRangeClosedByFromInfinity,javaslang.collection.AbstractTraversableRangeTest,javaslang.collection.IteratorTest,https://github.com/vavr-io/vavr/commit/cc48033badf1a441e5d0832c0657e83650fbd05d
9624,1,k0shk0sh/FastHub,"Move Method	private showLanguage() : void from class com.fastaccess.ui.modules.login.LoginActivity to private showLanguage() : void from class com.fastaccess.ui.modules.login.LoginChooserActivity",showLanguage,com.fastaccess.ui.modules.login.LoginActivity,com.fastaccess.ui.modules.login.LoginChooserActivity,https://github.com/k0shk0sh/FastHub/commit/6360f03986e85ccec4e9c23780dbddd2c71c0a86
5796,0,neo4j/neo4j,"Move And Rename Method	protected getClock() : Clock from class org.neo4j.kernel.impl.factory.DataSourceModule to protected createClock() : Clock from class org.neo4j.kernel.impl.factory.PlatformModule",getClock,org.neo4j.kernel.impl.factory.DataSourceModule,org.neo4j.kernel.impl.factory.PlatformModule,https://github.com/neo4j/neo4j/commit/203641ee7feb8ec689d49c31e9b81de3c66782bb
